N,P,K,ph,temperature,humidity,rainfall,label
80,45,42,7.380396262,23.1426498,74.99739774,151.9035477,jute
76,54,45,6.176618831,24.29496635,77.62976013,184.9800516,jute
76,56,39,6.551130445,24.39459498,89.89106506,197.1220049,jute
81,40,45,6.427726565,25.7629429,80.76238215,174.5071843,jute
76,44,45,6.740947635,25.4879684,84.48235878,168.7848886,jute
69,47,40,6.130136384,25.37122686,76.2403666,183.8270791,jute
82,40,45,6.667633355,26.21312799,81.70476368,180.1237765,jute
69,57,35,6.186814392,24.30748599,78.54340987,186.2337571,jute
81,36,38,6.334837865,23.76554749,87.98329901,150.3166152,jute
67,60,38,7.16214284,24.79853023,78.53037059,162.2847429,jute
72,51,40,7.422318499,23.20683504,74.09956958,199.4766779,jute
65,39,45,6.768001309,23.66805429,70.89000744,184.4633281,jute
78,50,43,6.348441469,25.12417673,85.72530641,159.5718087,jute
77,52,41,6.097294061,23.89069041,83.46409075,167.7230632,jute
89,52,42,6.14132902,23.09433785,81.45139295,196.6587013,jute
62,49,37,7.479248124,24.21744605,82.85284045,166.1365886,jute
90,48,45,6.509174789,24.06475727,71.31342851,153.6390212,jute
66,47,36,6.57256106,24.85441411,74.4407048,175.572958,jute
80,52,39,7.165696848,26.41915161,76.85691248,197.2101782,jute
89,52,45,7.207457208,24.89326318,77.01222585,196.469984,jute
77,51,44,7.124333547,23.25583402,82.7015932,166.2160846,jute
94,37,41,6.463538707,24.7634518,87.06071115,179.1630865,jute
75,41,35,6.856833064,24.97042599,78.62697699,166.6415254,jute
60,55,36,7.132389299,26.12797248,80.49172597,150.6326874,jute
62,56,35,6.235357638,25.97825807,81.65769588,163.3488091,jute
84,40,42,6.704273839,26.2830571,73.35763537,186.6898282,jute
100,56,40,7.433313409,26.38905406,83.31240346,176.1516409,jute
75,56,44,6.109478059,25.2746335,73.7459581,168.0432282,jute
78,46,42,7.095413294,23.09499564,78.45959697,155.3851533,jute
82,48,36,6.352076783,25.79351957,81.76904006,193.2418382,jute
100,58,41,6.658769991,23.17403323,87.88255345,160.6217342,jute
88,50,40,7.051822472,25.63215038,79.95150917,182.2582277,jute
67,41,40,7.333143205,25.848795,87.81661683,152.6194403,jute
72,42,43,6.352771037,26.56767277,80.90424543,181.2915605,jute
89,40,43,7.124050134,26.24532085,72.97198375,189.9711184,jute
89,57,43,6.998787171,26.91515043,73.19897535,177.2233048,jute
61,41,44,6.537914958,24.36972377,82.11319791,159.9210934,jute
79,45,43,7.171054239,25.71901283,79.15532398,187.1735424,jute
84,40,43,7.228268228,25.01157559,88.3313023,169.4168014,jute
98,43,35,7.319952206,25.40785911,76.44048625,188.6372826,jute
75,36,44,6.613341343,23.28081,74.27607475,153.7447398,jute
89,58,35,6.096838784,23.98651719,82.09053379,167.0576456,jute
91,41,37,6.132570523,24.48556447,83.20630007,192.2316221,jute
77,48,36,7.36008498,25.86705009,84.09985284,154.8390847,jute
66,58,35,7.321619041,23.5643831,79.46283115,185.25947,jute
62,59,41,7.175170657,24.2248758,74.89465426,192.4931257,jute
82,35,35,7.299076163,25.49386782,86.97061481,176.5268267,jute
61,41,35,6.842966479,24.97178693,79.47557931,195.7571622,jute
99,57,38,6.356295568,24.80624984,82.09281674,156.3616174,jute
70,42,43,6.508342839,23.16814977,76.66724969,157.1215052,jute
90,59,35,7.098227926,24.25133493,89.86454053,175.1742112,jute
73,43,42,6.310699968,26.58361011,78.00774772,154.8238864,jute
67,46,44,7.093328631,26.82489244,78.20392774,153.9199807,jute
84,37,42,6.691074249,25.49674786,81.13449097,169.9288234,jute
72,41,36,6.187746776,24.09874353,80.57226761,176.8604109,jute
71,56,37,6.491506245,23.18866654,86.20899734,176.103677,jute
64,53,38,6.855362875,26.24347471,78.51063754,183.4065252,jute
65,54,39,7.124571593,23.75091572,71.14782585,160.0889553,jute
60,58,37,6.067302109,26.13871511,79.1188943,171.4892533,jute
86,39,43,6.432051512,26.14576648,71.23690851,193.1007598,jute
90,50,44,6.253408852,26.91643698,73.48655995,171.4716375,jute
91,38,36,7.287318723,26.5232969,77.17331847,157.8548562,jute
87,48,38,7.161865733,23.81579631,80.94023552,190.312216,jute
72,41,36,6.065898283,26.50838667,86.84264005,152.9801697,jute
71,54,35,7.311077075,26.63952463,70.95705996,199.3355744,jute
82,46,41,6.581693772,23.3250131,79.79609448,187.3096148,jute
71,52,43,6.732826127,26.47549543,73.96164569,180.2513601,jute
80,43,43,6.014572075,23.78756036,74.36794079,172.6442654,jute
77,55,43,6.663559451,25.49941707,75.99987588,193.7141828,jute
95,57,41,6.434610995,23.24925555,73.65346838,184.7674863,jute
63,47,35,7.432768147,26.98582182,89.05587886,193.8778713,jute
93,43,38,6.987332927,23.61475336,86.14290267,150.2355238,jute
87,44,43,6.718725189,23.87484465,86.79261344,177.5147313,jute
88,52,39,6.880204617,23.92887902,88.07112278,154.6608736,jute
90,39,37,6.86106911,24.81441246,81.68688879,190.7886386,jute
90,39,43,6.7693455,24.44743944,82.286484,190.9684885,jute
84,38,43,7.26158085,26.57421679,73.81994896,159.3223075,jute
91,21,26,7.261313694,26.33377983,57.36469955,191.6549412,coffee
107,21,26,7.235070264,26.45288458,55.32222678,144.6861336,coffee
83,38,35,7.18915558,25.70822684,52.88667115,136.7325092,coffee
108,24,31,6.431899748,24.12832546,56.18107663,147.2757818,coffee
116,28,34,6.42321105,23.44372334,60.39523266,122.2103248,coffee
116,23,25,6.869720196,23.4123707,52.26994674,139.3670753,coffee
109,31,27,6.973839707,23.05951896,50.40609436,164.4971875,coffee
89,25,34,7.184801627,23.07895447,63.65861483,129.8765443,coffee
118,18,32,6.351823783,27.6496114,51.11044023,122.8392822,coffee
111,32,34,6.392048018,25.46743689,69.35161206,171.3764462,coffee
84,36,28,6.119892347,26.7350622,55.55164819,140.6305213,coffee
85,33,25,6.910823945,26.20811417,52.50987966,189.0944824,coffee
99,15,27,6.501157208,27.0424167,57.27927475,165.6872119,coffee
81,30,31,7.027585559,24.65090184,51.93952357,135.1386537,coffee
95,39,29,7.13411409,27.35152643,55.99375012,148.9812525,coffee
81,34,30,6.647765997,25.17787724,62.26244581,135.0119649,coffee
80,15,28,6.703270635,23.11438731,68.00096043,161.8944624,coffee
104,20,26,7.493191968,27.22783677,52.95261751,175.7260273,coffee
109,29,28,6.724688503,23.26316991,60.5160021,194.1755471,coffee
100,32,26,6.043485685,25.234661,57.53161469,124.2261737,coffee
100,24,28,7.101661011,25.59535262,57.72920846,195.7733251,coffee
83,21,28,7.466900683,25.5674832,60.49244602,190.2257843,coffee
120,23,28,6.877799264,25.67324193,51.29043632,196.2736367,coffee
104,26,30,6.410992833,24.40726724,62.65692638,148.6977358,coffee
108,33,31,7.393825704,23.69287069,66.76090123,144.6576424,coffee
91,25,26,7.482414225,24.53460016,66.99765375,180.5059257,coffee
86,26,27,6.081172981,27.13140403,52.89368299,192.4280381,coffee
98,18,27,6.516312148,27.56088634,68.49299897,167.4358075,coffee
111,27,31,6.043330951,23.59302313,55.27564977,191.3980675,coffee
84,39,35,6.959404135,23.17714381,52.13864034,117.3113562,coffee
98,27,27,7.238109556,24.71384065,51.29142534,197.6439711,coffee
118,21,34,7.234258375,24.38534644,64.72543073,119.6324109,coffee
103,27,31,6.691541233,27.15998538,51.59100753,126.1752206,coffee
82,24,33,6.809593554,26.53543168,67.09608099,120.6494434,coffee
86,31,35,6.485761419,27.01207284,60.76645256,191.4508931,coffee
88,35,35,6.784460602,27.55906475,58.45742907,117.9389993,coffee
84,27,29,7.167092586,23.32293161,53.00366334,168.2644287,coffee
120,40,33,6.73410539,24.23850608,54.30329632,115.1564012,coffee
106,40,30,6.779984384,23.42611644,64.10651528,122.6847408,coffee
113,21,33,7.277422738,26.02241444,55.83288958,176.9020924,coffee
117,34,25,7.21270048,24.83846178,56.7685316,124.4135035,coffee
80,30,25,7.487266991,26.24092174,65.64381357,148.3771202,coffee
88,21,27,7.231166546,24.43011925,66.02411187,181.6368274,coffee
113,33,34,6.559817161,26.00373964,62.1445102,153.477776,coffee
87,23,28,6.979590627,26.22367404,62.26594559,193.7461968,coffee
113,15,29,6.779230041,27.09617155,63.55324262,190.2440566,coffee
98,29,30,6.217974349,25.64004392,61.03273481,199.4735636,coffee
97,29,27,7.205078785,27.74576987,54.36976075,139.8619431,coffee
85,35,32,6.854011265,26.24928198,54.28617819,133.1120232,coffee
82,29,35,6.246872394,26.67377159,52.24226285,156.1543898,coffee
103,33,25,6.911066044,27.10210397,55.7497332,139.5013171,coffee
112,17,28,6.777417989,27.62975458,61.26002598,196.6492664,coffee
99,19,33,6.273741983,27.5364547,55.51673151,130.6377143,coffee
120,20,34,6.906124587,23.56960509,50.56339727,130.3797119,coffee
114,27,28,7.162802357,24.99451759,57.93250202,192.8736822,coffee
100,40,35,6.955787351,27.56441788,54.41094079,177.816092,coffee
108,35,25,6.971963169,23.98143338,61.10935084,161.5279095,coffee
115,31,30,6.840927967,24.22984659,67.37768353,122.4073418,coffee
87,28,30,6.536676653,25.60153969,68.66257977,168.8383605,coffee
82,24,26,6.089443603,24.31274458,53.57285558,184.4103931,coffee
94,26,27,7.456460375,26.36629861,52.25738495,177.3176161,coffee
87,28,35,6.759211911,26.5602777,57.1621814,152.0616227,coffee
118,40,35,7.460174812,26.35034208,58.50650238,121.5586297,coffee
87,38,29,6.652642579,25.20406808,57.88370456,156.1457255,coffee
92,40,30,6.026287448,23.35723208,55.18792166,171.6976946,coffee
97,22,26,6.074190142,23.60567546,59.68849145,185.1568059,coffee
99,40,32,7.045543056,24.18471151,69.94807345,163.2708732,coffee
89,28,33,6.993236001,26.44414097,53.83876189,175.3723314,coffee
112,39,29,6.726528895,26.12492233,63.37479229,147.8035305,coffee
111,28,26,6.937352845,27.77363343,64.47858698,192.7121236,coffee
114,20,26,7.27905689,25.55656667,62.67087838,193.5866233,coffee
117,26,30,7.079850922,27.92374437,67.96910852,115.2325531,coffee
111,29,31,6.136286518,26.05968403,52.31098539,161.3432535,coffee
119,30,28,6.505203696,26.35770906,64.57578034,163.6269496,coffee
116,40,33,7.042089492,24.91370487,54.15319242,129.5481144,coffee
95,37,35,6.348337519,27.31317116,68.4233391,192.4288139,coffee
86,40,33,7.432322234,26.1387869,52.26311691,136.3027766,coffee
117,37,32,6.787658922,23.1069385,67.06230539,162.5769606,coffee
105,18,35,6.743417121,23.52648086,68.44030686,171.8839938,coffee
109,23,25,7.00733163,25.11711046,68.48030408,194.8773479,coffee
80,18,31,7.303033217,24.02952505,58.84880599,134.6803969,coffee
101,31,26,6.861235184,26.70897548,69.71184111,158.8608887,coffee
103,33,33,7.131435858,26.71717393,50.50148528,126.8073984,coffee
93,26,27,7.288211994,24.59245684,56.46829641,137.7044047,coffee
104,35,28,6.983732393,27.51006055,50.66687215,143.9955548,coffee
116,36,25,6.172090205,27.57847581,58.52534263,156.6810374,coffee
107,38,29,6.35118177,26.65069302,57.56695719,145.105065,coffee
101,33,33,6.908671379,26.97251562,62.0183627,142.8610793,coffee
107,31,31,6.766184468,23.17124551,52.97841162,153.1201644,coffee
99,16,30,6.392791654,23.52652084,65.44340921,186.1728203,coffee
103,40,30,6.348316257,27.30901814,55.196224,141.4831644,coffee
118,31,34,6.123796057,27.54823036,62.88179198,181.4170812,coffee
106,21,35,7.428523634,25.627355,57.04151119,188.5506536,coffee
116,38,34,6.020947179,23.29250318,50.04557009,183.468585,coffee
97,35,26,6.334610249,24.91461008,53.74144743,166.2549307,coffee
107,34,32,6.78006386,26.77463708,66.4132686,177.7745075,coffee
99,15,27,6.086922359,27.41711238,56.63636248,127.92461,coffee
118,33,30,6.362607851,24.13179691,67.22512329,173.3228386,coffee
117,32,34,6.758792552,26.2724184,52.12739421,127.1752928,coffee
104,18,30,6.779832611,23.60301571,60.39647474,140.9370415,coffee
